"Company Name","Ticker Symbol","Animal Testing","Nuclear Weapons","Coal Power","Rainforest Destruction"
"Lost Soles","LOST",FALSE,FALSE,FALSE,TRUE
"Lotron","LOTR",FALSE,FALSE,FALSE,TRUE
"Loud Matrix","LOUD",TRUE,FALSE,FALSE,FALSE
"Louise Jeans","LOUI",FALSE,FALSE,TRUE,FALSE
"Lounging Bull","LOUN",FALSE,FALSE,FALSE,FALSE
"LoveFuel","LOVE",FALSE,FALSE,FALSE,TRUE
"Low Rent Beauty","LOWR",FALSE,FALSE,FALSE,TRUE
"LoyaltyOath.com","LOYA",FALSE,FALSE,FALSE,FALSE
"LP Youth – Leadership Program for Youth","LPYO",FALSE,FALSE,FALSE,FALSE
"L-Spot","LSPO",FALSE,FALSE,FALSE,FALSE
"Lucky Farm","LUCK",FALSE,FALSE,FALSE,FALSE
"Ludak","LUDA",FALSE,FALSE,FALSE,FALSE
"Lumbrex","LUMB",TRUE,FALSE,FALSE,FALSE
"Lunchpad","LUNC",FALSE,FALSE,FALSE,FALSE
"LuxAssist","LUXA",FALSE,FALSE,FALSE,FALSE
"Luxuria","LUXU",FALSE,TRUE,FALSE,TRUE
"Lyria","LYRI",FALSE,TRUE,FALSE,TRUE
"M2 Coaches","MCOA",FALSE,FALSE,FALSE,FALSE
"M3 (for the Third Millennium)","MFOR",FALSE,FALSE,TRUE,FALSE
"MA – Mallecular Activety","MAMA",FALSE,FALSE,TRUE,FALSE
"Ma & Paws Kennel","MAPA",FALSE,FALSE,FALSE,TRUE
"Macro Dance Academy","MACR",FALSE,FALSE,FALSE,FALSE
"Mad About Rodeo","MADA",FALSE,FALSE,FALSE,TRUE
"Mad Dash Media","MADD",FALSE,FALSE,TRUE,TRUE
"Mad Rush Publicity","MADR",FALSE,FALSE,FALSE,FALSE
"Magellanic Penguin","MAGE",TRUE,FALSE,TRUE,TRUE
"Magic Pan","MAGI",FALSE,FALSE,FALSE,FALSE
"Magma Pure","MAGM",FALSE,FALSE,FALSE,TRUE
"Magnafone","MAGN",FALSE,FALSE,FALSE,FALSE
"Mailmicro.com","MAIL",FALSE,FALSE,FALSE,FALSE
"Main Line Plumbing","MAIN",FALSE,FALSE,TRUE,FALSE
"Major Cool Extreme Sports","MAJO",FALSE,FALSE,FALSE,FALSE
"Makingway","MAKI",TRUE,FALSE,TRUE,FALSE
"Malathion","MALA",FALSE,FALSE,FALSE,FALSE
"Mall Content","MALL",FALSE,FALSE,FALSE,TRUE
"Man On The Mood","MANO",FALSE,FALSE,TRUE,FALSE
"Manager Man","MANA",FALSE,FALSE,FALSE,FALSE
"Mandible Station","MAND",FALSE,FALSE,FALSE,FALSE
"Mane Ingredients","MANE",FALSE,FALSE,TRUE,TRUE
"Mangelica","MANG",FALSE,FALSE,FALSE,TRUE
"MantraRantra.com","MANT",TRUE,FALSE,FALSE,TRUE
"Manufact","MANU",FALSE,FALSE,FALSE,TRUE
"ManyZeros.com","MANY",FALSE,FALSE,FALSE,FALSE
"Marigold Properties","MARI",TRUE,FALSE,TRUE,FALSE
"Market de Sade","MARK",FALSE,FALSE,FALSE,TRUE
"Marmod.com","MARM",FALSE,FALSE,FALSE,FALSE
"Maroptic","MARO",FALSE,FALSE,FALSE,TRUE
"Marqet","MARQ",FALSE,FALSE,FALSE,FALSE
"Marsupial Media","MARS",FALSE,FALSE,TRUE,TRUE
"Martgo","MART",FALSE,FALSE,FALSE,FALSE
"Marvane","MARV",FALSE,FALSE,FALSE,FALSE
"Marzipan Media","MARZ",FALSE,FALSE,FALSE,TRUE
"MasterProfit","MAST",FALSE,FALSE,FALSE,TRUE
"MATCHCAR.COM","MATC",FALSE,FALSE,FALSE,FALSE
"MATEFIND.COM","MATE",FALSE,FALSE,FALSE,FALSE
"MathMuse.com","MATH",FALSE,FALSE,FALSE,FALSE
"Matrix Cartographics","MATR",FALSE,FALSE,TRUE,FALSE
"Matter of Fast","MATT",FALSE,FALSE,TRUE,FALSE
"Mauve Ho","MAUV",FALSE,FALSE,FALSE,TRUE
"Maxemia","MAXE",FALSE,FALSE,FALSE,FALSE
"Maximind","MAXI",FALSE,FALSE,FALSE,FALSE
"Mazuda","MAZU",FALSE,FALSE,FALSE,FALSE
"mCarbon.com","MCAR",FALSE,FALSE,FALSE,TRUE
"Mean Business","MEAN",FALSE,FALSE,FALSE,TRUE
"Measure Maid","MEAS",FALSE,FALSE,TRUE,TRUE
"Medalert","MEDA",TRUE,FALSE,FALSE,FALSE
"Medcom","MEDC",FALSE,FALSE,TRUE,TRUE
"Medesign","MEDE",FALSE,FALSE,FALSE,FALSE
"Media Booths","MEDI",FALSE,FALSE,FALSE,FALSE
"Medmex","MEDM",FALSE,FALSE,FALSE,TRUE
"MEETSITE.COM","MEET",FALSE,FALSE,FALSE,FALSE
"Meeve.com","MEEV",FALSE,FALSE,FALSE,FALSE
"MegaCoffee","MEGA",FALSE,FALSE,FALSE,FALSE
"Melbacor","MELB",FALSE,FALSE,FALSE,FALSE
"Melting Spot","MELT",FALSE,FALSE,TRUE,TRUE
"Memento Vita","MEME",FALSE,FALSE,FALSE,FALSE
"Memora","MEMO",TRUE,FALSE,FALSE,FALSE
"Menbrain","MENB",FALSE,FALSE,FALSE,FALSE
"MEPER.com","MEPE",FALSE,FALSE,FALSE,FALSE
"MercuryWIde","MERC",FALSE,FALSE,FALSE,FALSE
"Mermaidian","MERM",FALSE,FALSE,TRUE,FALSE
"Mesa Coffee","MESA",FALSE,FALSE,FALSE,TRUE
"Metal Farm","META",FALSE,FALSE,FALSE,TRUE
"Meteor Media","METE",FALSE,FALSE,FALSE,FALSE
"Metroz","METR",FALSE,FALSE,FALSE,TRUE
"MexTech","MEXT",FALSE,FALSE,TRUE,FALSE
"mFlux","MFLU",FALSE,FALSE,FALSE,FALSE
"mGravity.com","MGRA",FALSE,FALSE,FALSE,FALSE
"Miami Over Moon","MIAM",FALSE,FALSE,FALSE,TRUE
"Mice Museum","MICE",FALSE,FALSE,FALSE,TRUE
"Micro Monkey","MICR",FALSE,FALSE,FALSE,TRUE
"MidnightSage.com","MIDN",TRUE,FALSE,FALSE,TRUE
"Mighty Moo","MIGH",TRUE,FALSE,TRUE,FALSE
"Mile Optics","MILE",FALSE,FALSE,TRUE,FALSE
"Mind Music","MIND",FALSE,FALSE,FALSE,TRUE
"Minga","MING",FALSE,FALSE,TRUE,TRUE
"Minimizer’s","MINI",FALSE,FALSE,FALSE,TRUE
"Minnesota Double Domes","MINN",FALSE,FALSE,FALSE,TRUE
"minorXORs","MINO",FALSE,FALSE,FALSE,TRUE
"Miraclis","MIRA",FALSE,FALSE,FALSE,FALSE
"Miss Thought","MISS",FALSE,FALSE,TRUE,FALSE
"MisterFrenzy.com","MIST",FALSE,FALSE,FALSE,TRUE
"Mitroc","MITR",FALSE,FALSE,FALSE,FALSE
"MixDigest.com","MIXD",FALSE,FALSE,FALSE,FALSE
"Mixers","MIXE",FALSE,FALSE,FALSE,FALSE
"MixFlow.com","MIXF",FALSE,FALSE,TRUE,FALSE
"MixPop.com","MIXP",FALSE,FALSE,FALSE,FALSE
"Mo Mauve","MOMA",FALSE,FALSE,FALSE,FALSE
"Mobildata","MOBI",FALSE,FALSE,TRUE,TRUE
"Mod Hog","MODH",FALSE,FALSE,TRUE,FALSE
"MODELNOW .COM","MODE",TRUE,FALSE,TRUE,FALSE
"MojoInvestor.com","MOJO",FALSE,FALSE,FALSE,TRUE
"Molecular Tables","MOLE",FALSE,FALSE,FALSE,FALSE
"Molly Bloom","MOLL",FALSE,FALSE,FALSE,TRUE
"Moltantric","MOLT",FALSE,FALSE,FALSE,TRUE
"Momentia","MOME",FALSE,FALSE,FALSE,FALSE
"Mommy Incorporated","MOMM",FALSE,FALSE,FALSE,FALSE
"Mondicil","MOND",FALSE,FALSE,TRUE,TRUE
"Money Coach","MONE",FALSE,FALSE,TRUE,FALSE
"Mongo Shag","MONG",FALSE,FALSE,FALSE,FALSE
"Monisphere","MONI",FALSE,FALSE,FALSE,FALSE
"Monster Juice","MONS",FALSE,FALSE,FALSE,FALSE
"MooDelivery","MOOD",FALSE,FALSE,FALSE,TRUE
"Moon Boon","MOON",FALSE,FALSE,TRUE,FALSE
"Moot Camp","MOOT",FALSE,FALSE,TRUE,TRUE
"More4Less","MORE",FALSE,FALSE,FALSE,TRUE
"Mother Nature’s Salad Bar","MOTH",FALSE,FALSE,TRUE,TRUE
"Motion Control","MOTI",FALSE,FALSE,FALSE,TRUE
"Motoleather","MOTO",FALSE,FALSE,FALSE,FALSE
"Mountain Edge","MOUN",FALSE,FALSE,FALSE,TRUE
"Movement Creations","MOVE",FALSE,FALSE,FALSE,TRUE
"Moving Mothers","MOVI",FALSE,FALSE,FALSE,FALSE
"mPunk.com","MPUN",TRUE,FALSE,FALSE,TRUE
"Mr. Big and Tall","MRBI",FALSE,FALSE,FALSE,TRUE
"Mr. Bookkeeper","MRBO",FALSE,FALSE,FALSE,TRUE
"Mr. Cabaña","MRCA",FALSE,FALSE,FALSE,TRUE
"Mr. Dispenser","MRDI",FALSE,FALSE,TRUE,TRUE
"Mr. Frenzy","MRFR",FALSE,FALSE,FALSE,FALSE
"Mr. Greens","MRGR",FALSE,FALSE,FALSE,FALSE
"Mr. Interiors","MRIN",FALSE,FALSE,TRUE,TRUE
"Mr. Juice","MRJU",FALSE,FALSE,FALSE,FALSE
"Mr. Opposite","MROP",FALSE,FALSE,TRUE,TRUE
"Mr. Stain","MRST",FALSE,FALSE,TRUE,FALSE
"Mr. Surely","MRSU",FALSE,FALSE,FALSE,FALSE
"Mrs. Clean","MRSC",FALSE,FALSE,FALSE,FALSE
"Ms. Alliance","MSAL",FALSE,FALSE,TRUE,FALSE
"mSchema.com","MSCH",TRUE,FALSE,TRUE,TRUE
"mScore.com","MSCO",FALSE,FALSE,FALSE,FALSE
"Mt. Ever Rest","MTEV",FALSE,FALSE,FALSE,FALSE
"mTANGO","MTAN",TRUE,FALSE,FALSE,FALSE
"mTown","MTOW",FALSE,FALSE,FALSE,FALSE
"MUCKYMUCK.COM","MUCK",FALSE,TRUE,FALSE,TRUE
"Muff’n Stuff Pet Care","MUFF",FALSE,FALSE,FALSE,FALSE
"Multiflex","MULT",TRUE,FALSE,FALSE,FALSE
"Musanpoly","MUSA",FALSE,FALSE,FALSE,TRUE
"Muscle Linen","MUSC",TRUE,FALSE,FALSE,FALSE
"Muse Lab","MUSE",TRUE,FALSE,TRUE,FALSE
"MusicalMix.com","MUSI",FALSE,FALSE,FALSE,FALSE
"Mutt Medallions","MUTT",FALSE,FALSE,FALSE,TRUE
"My Accountant","MYAC",FALSE,FALSE,FALSE,FALSE
"My Concierge","MYCO",FALSE,FALSE,FALSE,FALSE
"My Digital","MYDI",FALSE,FALSE,FALSE,TRUE
"My Net Worth","MYNE",FALSE,FALSE,TRUE,FALSE
"My NYC","MYNY",FALSE,FALSE,FALSE,TRUE
"My Paris","MYPA",FALSE,FALSE,FALSE,TRUE
"My Playce","MYPL",FALSE,FALSE,FALSE,FALSE
"My Portugal","MYPO",FALSE,FALSE,TRUE,TRUE
"My Scene","MYSC",FALSE,FALSE,FALSE,FALSE
"My Stores","MYST",FALSE,FALSE,TRUE,TRUE
"MYAFRICA.COM","MYAF",FALSE,FALSE,FALSE,TRUE
"MyAstronaut.com","MYAS",TRUE,FALSE,TRUE,FALSE
"MYBRIDE.COM","MYBR",FALSE,FALSE,FALSE,FALSE
"myCthulhu","MYCT",FALSE,FALSE,TRUE,FALSE
"MYEUROPE.COM","MYEU",FALSE,TRUE,FALSE,FALSE
"myFarm.com","MYFA",FALSE,FALSE,FALSE,FALSE
"MYFLIGHT.COM","MYFL",FALSE,FALSE,FALSE,FALSE
"myGeek","MYGE",TRUE,FALSE,FALSE,TRUE
"MyGlass","MYGL",FALSE,FALSE,FALSE,FALSE
"Mygrain Headacres","MYGR",FALSE,FALSE,FALSE,FALSE
"MyKeys","MYKE",FALSE,FALSE,FALSE,TRUE
"MYLEASE.COM","MYLE",FALSE,FALSE,FALSE,TRUE
"MyLimo","MYLI",FALSE,FALSE,FALSE,FALSE
"MyMarche.com","MYMA",TRUE,FALSE,FALSE,FALSE
"Myopium","MYOP",FALSE,FALSE,FALSE,FALSE
"MyPrawn.com","MYPR",FALSE,FALSE,TRUE,FALSE
"MyRodeo","MYRO",FALSE,FALSE,FALSE,FALSE
"MYTAB.COM","MYTA",FALSE,FALSE,FALSE,FALSE
"MyTCD","MYTC",FALSE,FALSE,FALSE,FALSE
"MythoPoet.com","MYTH",FALSE,FALSE,FALSE,TRUE
"MyTriage","MYTR",FALSE,FALSE,FALSE,TRUE
"MYTUX.COM","MYTU",FALSE,FALSE,TRUE,TRUE
"Nadine’s Tunic","NADI",FALSE,FALSE,FALSE,FALSE
"Namebox","NAME",FALSE,FALSE,FALSE,TRUE
"Nano Courier","NANO",FALSE,FALSE,TRUE,TRUE
"Nasalwash.com","NASA",FALSE,FALSE,FALSE,FALSE
"Native Connectivity","NATI",FALSE,FALSE,FALSE,FALSE
"Natural Software","NATU",FALSE,FALSE,FALSE,FALSE
"Navir","NAVI",FALSE,FALSE,FALSE,TRUE
"Naxdis","NAXD",FALSE,FALSE,FALSE,FALSE
"Nebulacore.com","NEBU",FALSE,FALSE,FALSE,FALSE
"Necessities For Less","NECE",FALSE,FALSE,FALSE,TRUE
"Needless Markups","NEED",FALSE,FALSE,FALSE,TRUE
"Neighborhoods Now","NEIG",FALSE,FALSE,FALSE,FALSE
"Neils Particle Board","NEIL",FALSE,FALSE,FALSE,FALSE
"Neocent","NEOC",FALSE,FALSE,FALSE,TRUE
"Neonomatic","NEON",FALSE,FALSE,FALSE,FALSE
"Neptide","NEPT",FALSE,FALSE,FALSE,FALSE
"Nerve Pudding","NERV",FALSE,FALSE,FALSE,FALSE
"Nest Vesting","NEST",FALSE,FALSE,FALSE,TRUE
"Net Deliveries Inc.","NETD",FALSE,FALSE,FALSE,TRUE
"Net Found","NETF",FALSE,FALSE,TRUE,FALSE
"Net Games, Inc.","NETG",FALSE,FALSE,TRUE,FALSE
"Net Pig","NETP",FALSE,FALSE,TRUE,FALSE
"Net Triage","NETT",FALSE,FALSE,FALSE,FALSE
"net59","NET",FALSE,FALSE,FALSE,TRUE
"Netagy","NETA",FALSE,FALSE,FALSE,FALSE
"Netbook","NETB",TRUE,FALSE,FALSE,TRUE
"Neteria","NETE",FALSE,FALSE,FALSE,FALSE
"Netility","NETI",FALSE,FALSE,FALSE,FALSE
"NETLING.COM","NETL",FALSE,FALSE,FALSE,TRUE
"NetMeter","NETM",TRUE,FALSE,TRUE,FALSE
"NetNewsDaily.com","NETN",FALSE,FALSE,TRUE,TRUE
"netRodeo","NETR",FALSE,FALSE,FALSE,TRUE
"Netstalgia","NETS",FALSE,FALSE,FALSE,FALSE
"Netur","NETU",FALSE,FALSE,FALSE,TRUE
"Netwonderman","NETW",FALSE,FALSE,FALSE,FALSE
"Neurocell","NEUR",TRUE,FALSE,FALSE,FALSE
"NeutralGraphics","NEUT",FALSE,FALSE,FALSE,FALSE
"New Age Chiropractic Clinic","NEWA",FALSE,FALSE,FALSE,FALSE
"New Century Chiropractic Clinic","NEWC",FALSE,FALSE,FALSE,TRUE
"New Dawn Dance","NEWD",FALSE,FALSE,FALSE,TRUE
"New Frontier Syndicate","NEWF",FALSE,FALSE,FALSE,FALSE
"New Movement Dance School","NEWM",FALSE,FALSE,FALSE,FALSE
"New Phat Digital","NEWP",FALSE,FALSE,FALSE,FALSE
"New Vinyl","NEWV",FALSE,FALSE,FALSE,FALSE
"New Way","NEWW",FALSE,FALSE,FALSE,FALSE
"New XORs","NEWX",TRUE,FALSE,TRUE,TRUE
"NewsDays.com","NEWS",FALSE,FALSE,FALSE,FALSE
"Nexgene","NEXG",FALSE,FALSE,TRUE,TRUE
"Nexnix.com","NEXN",FALSE,FALSE,FALSE,FALSE
"NEXTDAYOUTLET.COM","NEXT",FALSE,FALSE,FALSE,FALSE
"NGYO.com","NGYO",FALSE,FALSE,FALSE,TRUE
"Nicemovers.com","NICE",FALSE,FALSE,FALSE,TRUE
"NightDream.com","NIGH",FALSE,FALSE,FALSE,TRUE
"Nikuda","NIKU",FALSE,FALSE,FALSE,TRUE
"Nimon","NIMO",FALSE,FALSE,FALSE,FALSE
"Nipaz","NIPA",FALSE,FALSE,FALSE,FALSE
"Niquent","NIQU",FALSE,FALSE,FALSE,FALSE
"Nitracyr","NITR",FALSE,FALSE,FALSE,FALSE
"Nixelt","NIXE",FALSE,FALSE,FALSE,FALSE
"NKSPA.com","NKSP",FALSE,FALSE,FALSE,FALSE
"No Bite No Scratch Pet Groomers","NOBI",FALSE,FALSE,FALSE,FALSE
"No Non-cents Goods","NONO",FALSE,FALSE,TRUE,TRUE
"No Pestin’ Around","NOPE",FALSE,FALSE,FALSE,FALSE
"No Pressure Chiropractic","NOPR",FALSE,FALSE,FALSE,FALSE
"No Time To Eat Videos","NOTI",FALSE,FALSE,TRUE,TRUE
"Nob Hill","NOBH",FALSE,FALSE,FALSE,FALSE
"Nocturnica","NOCT",FALSE,FALSE,TRUE,FALSE
"Noir Coiffure","NOIR",TRUE,FALSE,FALSE,TRUE
"Noralex","NORA",FALSE,FALSE,FALSE,FALSE
"NorseSense","NORS",FALSE,FALSE,TRUE,FALSE
"North of Wilshire (NOW) Limousine Service","NORT",FALSE,FALSE,TRUE,FALSE
"Notecushion","NOTE",FALSE,FALSE,FALSE,FALSE
"Now Rodeo","NOWR",FALSE,FALSE,FALSE,FALSE
"Now Surfing","NOWS",FALSE,FALSE,TRUE,TRUE
"NPN…The New Person’s Network","NPNT",TRUE,FALSE,FALSE,TRUE
"Nspire","NSPI",FALSE,FALSE,TRUE,TRUE
"Nuclear Furniture","NUCL",FALSE,FALSE,TRUE,TRUE
"Nude Attitude","NUDE",FALSE,FALSE,FALSE,TRUE
"NUEA.com","NUEA",FALSE,FALSE,TRUE,TRUE
"Nuevo Cruzio","NUEV",TRUE,FALSE,FALSE,FALSE
"Numb Crunch Accounting","NUMB",TRUE,FALSE,FALSE,TRUE
"Nurali","NURA",FALSE,FALSE,FALSE,TRUE
"Nurplex","NURP",FALSE,FALSE,TRUE,TRUE
"NUSON.com","NUSO",FALSE,FALSE,FALSE,FALSE
"NutBoy.com","NUTB",FALSE,FALSE,TRUE,TRUE
"NutDelivery.com","NUTD",FALSE,FALSE,FALSE,FALSE
"Nutralab","NUTR",FALSE,FALSE,TRUE,FALSE
"nuXOR","NUXO",FALSE,FALSE,TRUE,FALSE
"NY Cabby Company","NYCA",FALSE,FALSE,FALSE,TRUE
"NYAccord","NYAC",FALSE,FALSE,FALSE,FALSE
"NYC Debt Recovery Agency","NYCD",FALSE,FALSE,FALSE,TRUE
"Oatfarm","OATF",FALSE,FALSE,TRUE,FALSE
"Objectgroup.com","OBJE",FALSE,FALSE,FALSE,FALSE
"Obliq","OBLI",FALSE,FALSE,FALSE,FALSE
"Obones","OBON",FALSE,FALSE,TRUE,FALSE
"Obsessories","OBSE",FALSE,FALSE,TRUE,FALSE
"Occasion Alice","OCCA",FALSE,FALSE,TRUE,TRUE
"Occupassion","OCCU",FALSE,FALSE,FALSE,TRUE
"Ocean to Ocean Marine Recycling","OCEA",TRUE,FALSE,TRUE,FALSE
"Octocore","OCTO",FALSE,FALSE,FALSE,FALSE
"Oddio Logix","ODDI",TRUE,FALSE,TRUE,FALSE
"Oddtrack.com","ODDT",FALSE,FALSE,FALSE,FALSE
"Off the Path","OFFT",FALSE,FALSE,TRUE,FALSE
"Office Gleam","OFFI",FALSE,FALSE,FALSE,FALSE
"OffPath","OFFP",FALSE,FALSE,FALSE,FALSE
"Oh That Baby","OHTH",FALSE,FALSE,FALSE,FALSE
"Ohmnet","OHMN",FALSE,FALSE,FALSE,FALSE
"OKTE.com","OKTE",FALSE,FALSE,FALSE,FALSE
"Olucore","OLUC",FALSE,FALSE,TRUE,TRUE
"Olympix","OLYM",FALSE,FALSE,FALSE,TRUE
"Omatom","OMAT",TRUE,FALSE,TRUE,FALSE
"Omeba.com","OMEB",TRUE,FALSE,TRUE,TRUE
"Omni Geomatrix","OMNI",FALSE,FALSE,FALSE,TRUE
"ON 5","ON",FALSE,FALSE,TRUE,FALSE
"On A Roll, LTD","ONAR",FALSE,FALSE,TRUE,FALSE
"On Any Line","ONAN",FALSE,FALSE,TRUE,TRUE
"On Golden Spawn","ONGO",FALSE,FALSE,FALSE,FALSE
"On High","ONHI",TRUE,FALSE,FALSE,FALSE
"On My Way","ONMY",FALSE,FALSE,FALSE,TRUE
"On the Bar B","ONTH",FALSE,FALSE,FALSE,TRUE
"On Your Mark","ONYO",FALSE,TRUE,TRUE,FALSE
"Once’t","ONCE",FALSE,FALSE,FALSE,TRUE
"One For All","ONEF",FALSE,FALSE,FALSE,FALSE
"onFire","ONFI",FALSE,FALSE,TRUE,TRUE
"Ontagene","ONTA",FALSE,FALSE,FALSE,TRUE
"Open Road Leather","OPEN",TRUE,FALSE,FALSE,FALSE
"Operation Tip Top","OPER",FALSE,FALSE,TRUE,TRUE
"OPLY.com","OPLY",FALSE,FALSE,FALSE,FALSE
"Opportech","OPPO",FALSE,FALSE,FALSE,FALSE
"Opt In","OPTI",FALSE,FALSE,FALSE,FALSE
"Optyk","OPTY",FALSE,FALSE,TRUE,FALSE
"OrangeXOR","ORAN",FALSE,FALSE,FALSE,FALSE
"Orbalix","ORBA",FALSE,FALSE,TRUE,FALSE
"Orbean","ORBE",FALSE,FALSE,TRUE,FALSE
"Orbiflex","ORBI",FALSE,FALSE,TRUE,TRUE
"Orboid","ORBO",FALSE,FALSE,FALSE,FALSE
"orBUST.COM","ORBU",FALSE,FALSE,FALSE,TRUE
"Organica","ORGA",FALSE,FALSE,FALSE,TRUE
"Original Bloom","ORIG",FALSE,FALSE,FALSE,TRUE
"Ornamantis","ORNA",FALSE,FALSE,FALSE,FALSE
"Oronoko","ORON",TRUE,FALSE,FALSE,TRUE
"Otherside","OTHE",FALSE,FALSE,FALSE,TRUE
"Oui Sale","OUIS",FALSE,FALSE,TRUE,FALSE
"Oulu","OULU",FALSE,FALSE,FALSE,FALSE
"Out of Here, LTD","OUTO",FALSE,FALSE,FALSE,TRUE
"Out There","OUTT",FALSE,FALSE,TRUE,TRUE
"OuterBasics","OUTE",FALSE,FALSE,FALSE,FALSE
"Ovation","OVAT",FALSE,FALSE,FALSE,FALSE
"Overfork","OVER",FALSE,FALSE,FALSE,FALSE
"Ovium","OVIU",FALSE,FALSE,FALSE,FALSE
"Ovolo","OVOL",FALSE,FALSE,FALSE,TRUE
"Ozean","OZEA",FALSE,FALSE,FALSE,TRUE
"Package Fax","PACK",FALSE,FALSE,TRUE,FALSE
"PADDOCK- Publicly Accessible Distributed and Designated Operationally Controlled Kiosks","PADD",TRUE,FALSE,TRUE,TRUE
"PagePet.com","PAGE",FALSE,FALSE,FALSE,FALSE
"PaintAround","PAIN",FALSE,FALSE,FALSE,FALSE
"Palapa Logic","PALA",TRUE,FALSE,TRUE,TRUE
"Palladium Moxy","PALL",FALSE,FALSE,TRUE,FALSE
"PAN – Personal Assistant Network","PANP",FALSE,FALSE,TRUE,FALSE
"PanAfrican Internet","PANA",FALSE,FALSE,FALSE,FALSE
"Pandea’s Box","PAND",FALSE,FALSE,TRUE,TRUE
"Panglobe Properties","PANG",FALSE,FALSE,FALSE,TRUE
"Panier Gourmet","PANI",FALSE,FALSE,FALSE,FALSE
"Panzent","PANZ",FALSE,FALSE,TRUE,TRUE
"Paper Storm Bookkeeping Services","PAPE",FALSE,FALSE,FALSE,FALSE
"Papricut","PAPR",FALSE,FALSE,FALSE,FALSE
"Para Sites","PARA",TRUE,FALSE,TRUE,TRUE
"PARCELL – Parlay Cellular","PARC",FALSE,FALSE,FALSE,TRUE
"Parleynet","PARL",FALSE,FALSE,FALSE,TRUE
"Parrot Taxi","PARR",FALSE,FALSE,FALSE,FALSE
"Particle Farm","PART",FALSE,FALSE,FALSE,FALSE
"PASS – Preparation of Assessment of Scholastic Status","PASS",FALSE,FALSE,TRUE,FALSE
"Past Your Eyes Milk","PAST",FALSE,FALSE,FALSE,TRUE
"Patchsystems","PATC",FALSE,FALSE,FALSE,FALSE
"Pathdirect.com","PATH",FALSE,FALSE,FALSE,FALSE
"PATRON-Public Access Terminals for Retail Organiztion Network","PATR",FALSE,FALSE,FALSE,FALSE
"Pawlitricks","PAWL",FALSE,FALSE,FALSE,FALSE
"Pawn Shoppe","PAWN",FALSE,FALSE,FALSE,FALSE
"Paws and Lick","PAWS",FALSE,FALSE,TRUE,FALSE
"PAYLATER.COM","PAYL",FALSE,FALSE,FALSE,TRUE
"Pay-n-less Trust","PAYN",FALSE,FALSE,FALSE,TRUE
"Payola Payroll","PAYO",FALSE,FALSE,FALSE,TRUE
"Pea King","PEAK",FALSE,FALSE,FALSE,TRUE
"Peace by Peace","PEAC",FALSE,FALSE,FALSE,TRUE
"Pearlescent","PEAR",FALSE,FALSE,FALSE,FALSE
"Pedal Planet","PEDA",FALSE,FALSE,TRUE,FALSE
"Peek-a-Pooch","PEEK",FALSE,FALSE,TRUE,FALSE
"Pelterered.com","PELT",FALSE,FALSE,FALSE,TRUE
"Penguin Cloud","PENG",TRUE,FALSE,FALSE,TRUE
"People Station","PEOP",FALSE,FALSE,FALSE,FALSE
"Pepperboard","PEPP",FALSE,FALSE,FALSE,FALSE
"Perceive IT","PERC",FALSE,FALSE,FALSE,TRUE
"Perfect Coffee Distributors","PERF",FALSE,FALSE,FALSE,FALSE
"Perk and Peak","PERK",FALSE,FALSE,FALSE,TRUE
"Permadyne","PERM",FALSE,FALSE,FALSE,FALSE
"Personal Property Services","PERS",FALSE,FALSE,FALSE,FALSE
"Pet Barber","PETB",FALSE,FALSE,TRUE,TRUE
"Pet Couture","PETC",FALSE,FALSE,FALSE,TRUE
"Pet Degree Grooming","PETD",FALSE,FALSE,TRUE,FALSE
"Pet Palace","PETP",FALSE,FALSE,FALSE,FALSE
"Pet Relaxation Boutique","PETR",FALSE,FALSE,FALSE,FALSE
"Pet Seminary","PETS",FALSE,FALSE,FALSE,FALSE
"Peter Pipe’s Pride Plumbing…Your Drain, Mainline Main Man!","PETE",FALSE,FALSE,FALSE,TRUE
"PETI – Public Electronic Terminal Interface","PETI",FALSE,FALSE,TRUE,FALSE
"PetOptics.com","PETO",FALSE,FALSE,FALSE,FALSE
"Pew 59","PEW",FALSE,FALSE,TRUE,FALSE
"phalanXOR","PHAL",FALSE,FALSE,FALSE,TRUE
"Pharm Phresh","PHAR",TRUE,FALSE,FALSE,TRUE
"Phast Phun","PHAS",FALSE,FALSE,FALSE,FALSE
"Phat Attic","PHAT",FALSE,FALSE,TRUE,TRUE
"Pheast","PHEA",FALSE,FALSE,TRUE,TRUE
"Philter Pharm","PHIL",FALSE,FALSE,FALSE,FALSE
"Phobos Coffee Distributors","PHOB",FALSE,FALSE,FALSE,FALSE
"Pholio","PHOL",FALSE,FALSE,FALSE,FALSE
"Phone Shui","PHON",FALSE,FALSE,FALSE,FALSE
"Phormations","PHOR",FALSE,FALSE,FALSE,TRUE
"Photobin","PHOT",FALSE,FALSE,FALSE,FALSE
"Phresh Pharm","PHRE",FALSE,FALSE,FALSE,FALSE
"Phuel","PHUE",FALSE,FALSE,TRUE,FALSE
"PhysioCorp","PHYS",FALSE,FALSE,FALSE,FALSE
"PICK – Public Information Connection Kiosks","PICK",FALSE,FALSE,FALSE,TRUE
"Picture It Studios","PICT",FALSE,FALSE,FALSE,FALSE
"PigNic Acres","PIGN",FALSE,FALSE,TRUE,TRUE
"Pigzart","PIGZ",FALSE,FALSE,TRUE,TRUE
"Pile Driver","PILE",FALSE,FALSE,FALSE,TRUE
